0,0,0,0
50,350,0,1
50,325,0,1
50,300,0,1
50,275,0,1
50,250,0,1
50,225,0,1
50,200,0,1
50,175,0,1
50,150,0,1
50,125,0,1
50,100,0,1
50,75,0,1
50,50,0,1
50,25,0,1
50,0,0,1
50,-350,0,1
50,-325,0,1
50,-300,0,1
50,-275,0,1
50,-250,0,1
50,-225,0,1
50,-200,0,1
50,-175,0,1
50,-150,0,1
50,-125,0,1
50,-100,0,1
50,-75,0,1
50,-50,0,1
50,-25,0,1
-50,350,0,1
-50,325,0,1
-50,300,0,1
-50,275,0,1
-50,250,0,1
-50,225,0,1
-50,200,0,1
-50,175,0,1
-50,150,0,1
-50,125,0,1
-50,100,0,1
-50,75,0,1
-50,50,0,1
-50,25,0,1
-50,0,0,1
-50,-350,0,1
-50,-325,0,1
-50,-300,0,1
-50,-275,0,1
-50,-250,0,1
-50,-225,0,1
-50,-200,0,1
-50,-175,0,1
-50,-150,0,1
-50,-125,0,1
-50,-100,0,1
-50,-75,0,1
-50,-50,0,1
-50,-25,0,1
25,350,0,1
25,325,0,1
25,300,0,1
25,275,0,1
25,250,0,1
25,225,0,1
25,200,0,1
25,175,0,1
25,150,0,1
25,125,0,1
25,100,0,1
25,75,0,1
25,50,0,1
25,25,0,1
25,0,0,1
25,-350,0,1
25,-325,0,1
25,-300,0,1
25,-275,0,1
25,-250,0,1
25,-225,0,1
25,-200,0,1
25,-175,0,1
25,-150,0,1
25,-125,0,1
25,-100,0,1
25,-75,0,1
25,-50,0,1
25,-25,0,1
-25,350,0,1
-25,325,0,1
-25,300,0,1
-25,275,0,1
-25,250,0,1
-25,225,0,1
-25,200,0,1
-25,175,0,1
-25,150,0,1
-25,125,0,1
-25,100,0,1
-25,75,0,1
-25,50,0,1
-25,25,0,1
-25,0,0,1
-25,-350,0,1
-25,-325,0,1
-25,-300,0,1
-25,-275,0,1
-25,-250,0,1
-25,-225,0,1
-25,-200,0,1
-25,-175,0,1
-25,-150,0,1
-25,-125,0,1
-25,-100,0,1
-25,-75,0,1
-25,-50,0,1
-25,-25,0,1
0,350,0,1
0,325,0,1
0,300,0,1
0,275,0,1
0,250,0,1
0,225,0,1
0,200,0,1
0,175,0,1
0,150,0,1
0,125,0,1
0,100,0,1
0,75,0,1
0,50,0,1
0,25,0,1
0,-350,0,1
0,-325,0,1
0,-300,0,1
0,-275,0,1
0,-250,0,1
0,-225,0,1
0,-200,0,1
0,-175,0,1
0,-150,0,1
0,-125,0,1
0,-100,0,1
0,-75,0,1
0,-50,0,1
0,-25,0,1
75,350,0,1
75,325,0,1
75,300,0,1
75,275,0,1
75,250,0,1
75,225,0,1
75,200,0,1
75,175,0,1
75,150,0,1
75,125,0,1
75,100,0,1
75,75,0,1
75,50,0,1
75,25,0,1
75,0,0,1
75,-350,0,1
75,-325,0,1
75,-300,0,1
75,-275,0,1
75,-250,0,1
75,-225,0,1
75,-200,0,1
75,-175,0,1
75,-150,0,1
75,-125,0,1
75,-100,0,1
75,-75,0,1
75,-50,0,1
75,-25,0,1
-75,350,0,1
-75,325,0,1
-75,300,0,1
-75,275,0,1
-75,250,0,1
-75,225,0,1
-75,200,0,1
-75,175,0,1
-75,150,0,1
-75,125,0,1
-75,100,0,1
-75,75,0,1
-75,50,0,1
-75,25,0,1
-75,0,0,1
-75,-350,0,1
-75,-325,0,1
-75,-300,0,1
-75,-275,0,1
-75,-250,0,1
-75,-225,0,1
-75,-200,0,1
-75,-175,0,1
-75,-150,0,1
-75,-125,0,1
-75,-100,0,1
-75,-75,0,1
75,-50,0,1
-75,-25,0,1